,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
856,2,"Absolutely did not like that there is no home button.  The 2 finger slide up or the so called button that can be loaded on to the screen are difficult to use.  Recommend particularly if you are a senior that you order an iPhone with a home button.  Also had  a problem with receiving calls after 1 month of use.  The phone would not ring.  If I was looking at the screen, I could see that there was a call.  However, most of the time, I was not looking at the screen so I missed a lot of calls.  And, yes, all of the settings were in the right places.",-0.7536,Negative,2023-10-01
857,5,Exactly what I paid for,0.0,Neutral,2023-06-10
858,1,"I don’t recommend this product I ordered the iPhone 13 in excellent condition. At first everything seemed to be perfect no cracks and 100% battery health, but when I turned to phone left or right I noticed a purple glare on the screen. I did some research and found out the screen wasn’t real",0.5927,Positive,2023-08-28
859,5,"I was a little skeptical at first buying refurbished through Amazon, but thanks to 2ndphoneclub, my doubts were put to ease. Excellent condition, fully unlocked just as advertised.Thanks again, 2ndphoneclub.",0.8806,Positive,2023-05-13
860,5,Alot better than expected like brand new got good condition,0.8074,Positive,2023-02-27
861,1,"False advertising. This phone is not compatible with T-mobile. I took it to the store because it would not recognize my SIM card. At the TMobile store, they told me this is not a compatible TMobile phone! Waste of my time and money. Waiting for a refund.",-0.4753,Negative,2023-02-26
862,1,WorstReceived phone. Looked in really like new shape. Used it for one day and stopped working.  Now I have to return this iPhone. Wait in the process for a refund in the meantime purchasing another. There should be an exchange process and expedited.,0.2247,Positive,2023-05-01
863,2,"The phone worked great until today. I left it on the charger over night like normal, it was working when I went to sleep. When I got up in the morning, the screen was black and I couldn't get any signs of life out of the phone. The charger is plugged into a surge protector so I doubt a power surge was the issue, especially since nothing else in the house was damaged.",0.1176,Positive,2023-02-24
864,2,"I received this product with a problem, the device was quite scratched, with a defect on the left side of the touch. Hard to use. I bought an unlocked device to use in another country. Arriving in Brazil, I went to use the device and it is not working as it should. The touch doesn't respond and this will put me at a loss as I won't be returning to the United States this year. It would be great for Amazon to check the products very well before placing them on the platform. so we don't go through a situation like this.",0.6629,Positive,2023-01-23
865,1,Junk.  Phone was cracked damaged upon receipt.  Return for refund.It’s been over a month,-0.4404,Negative,2023-10-26
866,5,"I was really nervous about buying the phone because of certain reviews saying it wouldn’t be for their service or it’s stolen xyz. However  it works just like brand new phone there are no scratches or any damage to the phone. You are really paying for excellent condition and it’s what you get. I chose the AT&T service for my phone which is exactly what i got. It checks out at the AT&T store and all i can make calls and text with no issue. The battery came at 99% which is awesome it holds charge all day i only charge my phone one time. Overall this is a great consideration for a new phone and definitely worth the money you’ll put in. I’m beyond satisfied with my purchase. (the phone didn’t come with the accessories on the phone in the video, it came with a charging cord, charging box, and sim card remover)",0.8994,Positive,2023-05-09
867,1,"i bought this phone in Nov 2022 for over $200. I bought glass and phone protective case also. When my glass protector got nasty I took it off and ordered a new one. I dropped my phone. It landed on a rock and cracked my screen. Half the screen stopped working and it started getting very hot. I ordered a new screen. When the technician opened up the phone, the ""REFURBISHED/RENEWED"" people had glued my battery in backwards and we cant replace the screen because all little fiber wires are stuck to the battery. I have no idea how it even worked for as long as it did. Now i have to buy a new phone and start all over. DO NOT ORDER FROM THIS PLACE!!!",-0.8617,Negative,2023-04-16
868,2,"I bought this phone renewed and in excellent condition, or so I thought. It wasn’t supposed to have any cosmetic damage, such as scratches or dents and it clearly has a dent. Didn’t even set up phone. Returning and just purchasing a new one instead.",0.4939,Positive,2023-02-18
869,4,The only major issues I had was that the phone was labeled as black but it was actually pink. It also had minor scratches on the screen. Otherwise great deal to buy a refurbished phone. The specs were exactly correct and phone was as easy to set up as any other apple device.,0.8885,Positive,2023-06-14
870,1,Didn’t download apps,0.0,Neutral,2023-07-18
871,4,"I liked the product but as buying premium renewed, I was expecting no scratches on it but this phone has a few minor scratches on the back.",-0.2263,Negative,2023-03-05
872,3,I got another iPhone because my other one was just dropping calls had a mind of its own volume up and down. I was constantly having to turn it off because the screen was freezing always something and this phone does the same thing it’s newer I’m just beginning to think that they’re nothing but a rip off and maybe I should go back to the galaxy,-0.0516,Negative,2023-08-20
873,3,"I liked everything about it, but I was given the wrong color, I was supposed to get pink but I gotten white instead.",-0.5023,Negative,2023-07-18
874,4,The only problem I have is the Bluetooth will not connect its a great phone,-0.7179,Negative,2023-07-23
875,5,Everything fine just little marks and low money price camera was great not slow speed Face ID works it’s good buy 👍🏽,0.7884,Positive,2023-08-24
876,5,Bought this for my daughter she loves it,0.5719,Positive,2023-11-16
877,3,"The unit have many dents and scratches. Just arrive today, and hopefully this will work well. We’ll see!",0.6239,Positive,2023-06-25
878,1,phone completely burned out while installing the latest update. Apple wants $ 350 minimum to repair. don't waste your money.,0.3252,Positive,2023-11-23
879,1,Lo empecé a usar a los seis meses y solo me duró dos meses en encendido,0.0,Neutral,2023-09-10
880,2,"I have church's phone for two hours, And it usually barely last that long.",0.0,Neutral,2023-10-10
881,5,Worked like a new phone.  Very Happy,0.7574,Positive,2023-03-28
882,4,Phone was near perfect. Daughter has been using it for months without a single complaint. Very good value!,0.8946,Positive,2023-10-03
883,3,The phone arrived in great condition and sooner than expected. Unfortunately it was not fully unlocked so we couldn't use it with our carrier. The phone was returned and the refund processed.,0.4019,Positive,2023-11-01
